,business_id,name,city
1002,YH8Bn-7pLR-SFR8MCgQj1w,Jules Cafe Patisserie,Toronto
1004,OY1kLAhs9I6Ix4wUmSNAfQ,Morgane Bistro & Pub,Saint-Jean-sur-Richelieu
1005,4FE9FM8uvn9CV76Bxfxogw,T&T Roti Trinidad & Toronto Roti,Toronto
1006,J0P152h7wimvdJ-aV0QLug,Stone Creek Coffee,Madison
1008,pvXdMR9tcQlwXcXJLllmPg,Kangaroo Express,Rock Hill
1009,nYvBZYg9rfqWFTYuxSVMdw,Cantina Laredo,Westlake
1010,dDr4b8AKwpOiP_-JsQ93vg,The Chocolate Bar,Calgary
1011,OiZsIGscvwlL_0yhWmjJtw,Pacific East,Solon
1016,-NaIIkbUsm0-L0oL9r6VTg,Ouest Antonio's,Laval
1022,Wpfk7S39QvhfqKC-ZDIPTw,Walgreens,Glendale
1024,JHlliXHouAUSHLtiiMyUqA,Cool Star,Toronto
1029,K0dp91jd_vqW4uNgvW6oag,Valliant's Diner,Pittsburgh
1030,qjuxlHtv_woIw9zPVWri5A,Daisy Mountain Coffee Roasters,Phoenix
1031,FGWc5hjTaOql-Rut_bEbVw,A&W,MontrÃ©al
1033,JGXkldESnG69YXlSNVAgJQ,Eggheads,Pittsburgh
1035,dRpEs6fTFO5uKcnSGIV6xA,Gandour Halal Meats,Calgary
1037,nrahyQyopCtajDqUtVVVfA,The Sushi,Henderson
1041,3_qOEg_yaHbBpJ167ExIqQ,Woodland Restaurant,Verdun
1042,ZK0Q-hn46I8JrRTleg_dYQ,Mai Thai Restaurant & Catering,Toronto
1044,BWTbccWHYd4vUspWSlB4Zg,Pop's Dairy Bar,Calgary
1045,iA4zWe_L1R4ruaEZ8N4KPA,Brooklyn Bagel,Henderson
1050,pryiBJDqRzs8FRdrim7yFg,Shop Express,Beachwood
1052,lyzrJAx85KdCQzZq8LSPMA,Jimmy & Joe's Pizzeria,Chandler
1053,YrVoo51-y4jMxpZh-kPRfw,The Good Egg - Carefree,Scottsdale
1055,tK-PQOhZo94fonbQVXaOSg,King Wok,Gilbert
1057,VcZQXpk6vYAXwemOrC9PTw,Sagano,Toronto
1058,3tbnc34HwiePxvhK-KECUQ,Circle K,Glendale
1060,eU_713ec6fTGNO4BegRaww,La Tavola Italiana,Pittsburgh
1065,u5Wuzp8uC79IuCglLHXpag,Casa Del Sole Pizza,Aspinwall
1071,mXyLqsbe7FT1X8ZFOP8WpQ,Blue 32 Sports Grill,Gilbert
1072,QEgfK_TKY8bwK-YzKDdkGw,Lumiere French Kitchen,Charlotte
1076,pKQxecEqvmNWly-9aNSHOA,Barbies,Blainville
1077,8bZ49zy4KlFVu5teFETYhQ,Go Wild Sushi & Grill,Las Vegas
1080,9sb2IZIYc3KnotJ2dM0dNQ,Sheetz,Irwin
1086,G9fZJ5mroWp3kPdgY_9YKA,Bambou d'Or,Laval
1087,UIWt3IP92R5ELw3UQxZoeg,Icewine Tasting with Famed Vintner Donald Ziraldo,Las Vegas
1088,3aJEg4C6980DTPQrBHh6qQ,Just Fresh,Charlotte
1089,g22Dcq4kPKVs3lxutUYSnw,Starbucks,Calgary
1093,z_BS6qapXMX1fA4ZLZ3jCA,Dairy Queen Brazier,Calgary
1095,SAfuIUZMXrOnb3LWyvYjDA,Jun's Korean Restaurant,Las Vegas
1100,cPpNkcanf-dqiXgjrTdM9Q,Real Canadian Superstore,Whitby
1105,Tlc317wt-t9OOOqBK4qxEA,Pekarna,MontrÃ©al
1106,aHMAZ634rfYT7M-YjYdd3g,Saluf - The Hummus Place,Vaughan
1107,BJ3AyMhTaORAu_e_J2KNEQ,River CafÃ©,Calgary
1110,4BEl7jCbias-xEr-LrA1qw,Starbucks,Charlotte
1112,vg-r3melXfuPnjMjDp3VOw,Carol's Confections,Pittsburgh
1115,caq9CTtWB-8K0tdFUhTfAQ,Grazie Ristorante,Vaughan
1119,ygLcYFoKRP3PcUXcDKnz0w,Pho Pasteur Saigon Restaurant,Calgary
1128,RAK0Vt97pl0DpsqbJa04jg,Hero Certified Burgers - Colossus,Vaughan
1132,yex6vCCeLKsnWiNW5aGrLA,Cinnabon,Toronto
1133,SFWA_YjvMYUqqf6Rdm5Ngg,Cheeks Homemade Burgers & Good Eats,Bolton
1134,h1JiQERQeiV8kxv5KRjWYA,Fresh Attractions,Charlotte
1136,uF86ZhygpBEGr3CudNemYA,O.Noir,Toronto
1137,-kt-WaGML59WqorskVG8kA,Down Time Wines,Chandler
1144,TokG1L02Eic6gHRFa0gFYQ,Biagio Deli & Beverage,Cleveland
1145,zzwhN7x37nyjP0ZM8oiHmw,Carmody's Grille,Pittsburgh
1146,TrZVtAQivYyGDOQH46_aFA,Starbucks,Pittsburgh
1148,fEkaSXlQt1H-X9S_cpGNgA,Wheel & Wedge,Pittsburgh
1150,4AUTkvjkan9rPFmOLi38oQ,Les Grillades du Fort,Chambly
1153,Gf40Ghm5UXOPjyeURX7s8g,Sully's Irish Pub,Medina
1155,v7UIeEvwNd3fleFE6icm3A,Tacos Culichi,Phoenix
1160,vlLHfWn-Gyyfnh5Lp_kJsg,Burger King,Charlotte
1161,KDdUiwg_r37o4P0JNIFHZg,Saq,Montreal
1164,ecSkjwRS0Fn5NMkp-XwFuA,JP's Dog House,Phoenix
1166,aidcfUzZLOjWgwlxfv3UlA,Tony Big's Pizza N Pasta,Las Vegas
1170,FbUzIBAj2ziuqL2grUgw6Q,Grab-N-Go Pizza Express,Lakewood
1171,IkilcGqiN3_sQk-VvnoAeg,Le Vin Papillon,MontrÃ©al
1172,7B5kcuCUkQD3AI3vqFI2cA,Mini-Mart Souvenirs,Las Vegas
1173,QBfiXxrvHtFNUQhKcLt36Q,Drupatis Doubles & Roti Shop,Brampton
1175,dvbcUnKv2awsIxog7dO4vw,Hong Kong Bistro Cafe,Toronto
1177,D88CTD2UrsSTsrDDuL04_A,Jerry's Iga,Champaign
1184,g-9ioGyD740qSJ1vSN-VrA,Lee's Wok,Imperial
1185,IKcYQnpwulVlh-98zQKLOQ,Croatia Restaurant,Mississauga
1186,rubckw-nGtSDdhUiz7gOXQ,Juby True,Scottsdale
1190,bGno_WKbepp48eqgUfRHMA,Lomi Poki,Scottsdale
1199,QvG3SS8ntsbO_Urmt05V5Q,Mentor Family Foods,Mentor
1200,sQ6DZZLLJRfwUr0eDWKDDg,Tott's Asian Diner,Chandler
1201,uEKJ8d3_-_bp2K6PwekWVg,Longos,Mississauga
1202,IlEyOZ_6dUuhrDqpMN2GXw,Papa Johns,Phoenix
1207,raNbNCv0PtFJV38PHeftUQ,Casey's Bar & Grill,Brampton
1208,W3ia8dkoGGRYEfFg_BiyPg,Einstein Bros Bagels,Las Vegas
1209,59ctJjdmere6Yh9pk-gX8w,Sam's Market & Liquor,Scottsdale
1213,H9joK3yIE8CHkUPUwQmdLQ,Uncle Bo's Slow-n-low,North Ridgeville
1214,U8ubLSxnCKRAJRmN1XWZaA,Oak Steakhouse Charlotte,Charlotte
1219,QMnhYB50KWsUGQynqdUquw,Big Foot Smoke House And Bar,Newmarket
1224,o9nGD3J0btXjE9M6IdgZTA,McAlister's Deli,Champaign
1226,QIJxtz1zrakTZDgyTNm5hw,Circle K,Phoenix
1229,jAQwIRxZNj2zndM5V9UOpw,Pittsburgh Field Club,Pittsburgh
1234,PMsqD6wHCfxdrZkGXIepvA,Mandarin Restaurant - Queensway,Etobicoke
1235,9IJ-TE4HEcAJQkUtc1A_Vw,Parallax Restaurant and Lounge,Cleveland
1236,8fudA3iNJ1hNDwr5khJGlA,Jiep Jiep,MontrÃ©al
1239,amuNjN2yc_0HRgbMH5UlKw,Jade Fine Chinese Dining,Phoenix
1240,1HD5iUUfVJDbfEBIn9yVhw,Boba Tea House,Chandler
1245,_kuygM-Ha1-Jq_mqHk4Ewg,TYN Lounge- The Yellow Nectarine,Calgary
1249,hc009HrrwaVRjg0PTpy-_w,Zagara's Marketplace,Cleveland Heights
1250,8oiINtw54RAZELGoSrZnuQ,Revitasize,Vaughan
1251,u-IVGF-wGwvxuj3uKQW8qw,Burgers 2 Beer,Solon
1252,0DapwcHS0YWNeHKptURSCA,Break Time Bar and Grill,Cleveland
1257,CAy7twD5McMiNrkFWOUn7g,Artisen,Matthews
1268,-n8jrgEb8_JlYbk4hXWFMg,BÃ©mol & Levian,MontrÃ©al
1271,uCgHhVx88-23VCZTdh8hxg,Showmars - University,Charlotte
1272,xGSGa7iHLdEODNsdfePCeg,Ruby Thai,Strongsville
1274,MvInPiLnnL8eca8LWFsOQA,Desserts By Rondi,Phoenix
1277,3p8kr6_bmmUhRjamRtXUkg,Wing It On!,Rock Hill
1278,PF5rHGGZ93i7UJP9Fsvgmg,McDonald's,Peoria
1279,ZDx7kt4aOPTlmYTqXDrTGA,Canbe Foods,Ajax
1280,06Agn-DDxhc1A1u935l93Q,Mike's Fish Market,Toronto
1283,e1DfwqDhYQYLKoyHmJu0hQ,Wing King,Las Vegas
1286,3rFnH0MlGquQApfr4ss13Q,7-Eleven,Las Vegas
1287,BRfNEBNtKq5H6UQol18fBw,Le Chalet Grec,Saint-Sauveur
1289,G0s44bev_fPGv9Gwtb1vFQ,Avenue Diner,Calgary
1290,stCP0pdz5_3i7AAzmt5dSw,Wendys,Charlotte
1294,fGdUxfeEWp9pn2sAa9rv2w,Roselle,Toronto
1295,-u5t4MPiqDernXYlwdOPPg,Hoai Huong,Etobicoke
1298,-bVpSr0gfct_Rka_AWZYAw,Johnny's Pizzeria,Henderson
1299,EDjKoA9kv4bn9UXnocnFXA,Pizza Ranchini,Verona
1301,j43ruZbchY5sEm6h2TiwIw,Circle K,Glendale
1303,USGHcJS_Qpw32ngZEXrG_Q,Tandori Indian Cuisine,Calgary
1308,nol16kQqVaKrxBOiJJyPrw,Fusion Sushi,Calgary
1309,WLEbbuly3H-_raBE1atQRg,Tako Sushi,Mississauga
1310,5Novl6V4g5TV4ATFPElsYQ,Firehouse Subs,Gastonia
1313,DlFKsdGY7-7c4u7_A-W99Q,Bakery & Kaffee Haus,Toronto
1317,n-m449doCYEPAb5ux3dmVg,Little Caesars,Fountain Hills
1320,V78f9CdEVTkKFkyhdTYVrQ,IHOP,Las Vegas
1324,nL4cq4GEz4uiM48nz5E7ug,Gus's Family Restaurant,Cleveland
1326,Q62lGVKqoKJ09lZNt2qpfw,Lucky Chinese Restaurant,Scarborough
1334,Rs0-Od1CbhDIwDaPxAaVjg,Popeyes Louisiana Kitchen,Mississauga
1339,ghc7Yqr7RkNbj3ydTpGuRQ,Tutti Bella Yogurt,Las Vegas
1342,k2DR7Fu7bZOQpLPOEWP6zw,Kojax Souflaki,Dollard-Des-Ormeaux
1346,R19oiRejCcgRzbeYz2UQig,City Oven,Pittsburgh
1349,M5A5r0HbMRfTzidqMKYHfw,Top Notch Barbeque,Las Vegas
1350,ty8srVx07LSpDA9fh8jeeg,Max's Alley,Concord
1352,mLI9Jf7byDnT6WDXsnlW5Q,Baskin-Robbins Ice Cream,Scarborough
1353,7A1rTh8gGbJTyCIcbdb6dg,Rakia Bar,Toronto
1355,9phyjc0gaJTRO_YFJDH6mg,JoJo's Jerky,Las Vegas
1357,ORloM7z9R9eh-G-an5DQLA,Michelle's Place,Medina
1358,JS9kiCf8YuHWbCnHQDSkrA,Palm Court Restaurant,Scottsdale
1359,yYkvonvBGZB6UMnpzr6Ryw,Burger King,Las Vegas
1363,5Qoq8cif3nMCQUN-urH8YA,The Pickle Barrel,Toronto
1364,SSx8KlC8ydFohTMvjZPsxw,Tableside Gourmet,Scottsdale
1367,yEXUjCjFPga5jtity5Kowg,Healthy Chef Delivery,Calgary
1373,9OHxN88qy_BSmY_8yqWQ5w,Bombay Bhel,Mississauga
1375,DtzDpAflD41-rI6njywacw,Gino's Pizza & Wing Machine,Toronto
1378,Mem13A3C202RzT53npn4NA,Pierogies Plus,McKees Rocks
1380,ReS0_zAmCRhm3k0PtPhqNg,Iga Marche Barcelo,MontrÃ©al
1381,iT_z6pzoK1AbqaBrDbXhlQ,Jones Market & Deli,Las Vegas
1383,WJw_ty6Oj-FTdqzjKcZyEQ,Rite Aid,Charlotte
1385,-xX-Vjol_fwWaN2mn1F1wg,Voodoo Pizza,Las Vegas
1389,bJ44rSxMNTAAF_WGI_jDEw,AQUA e VINO,Charlotte
1391,oddJ8BhzGCrwlRbY9Qm7dQ,Kim's Noodle Vietnamese Cuisine,Monona
1392,Zpydi0JmOp3XXL5hDGALXg,Fionn MacCool's Irish Pub,Rocky View
1394,ix8EZnEGi7pLJCf-KhKecQ,Burgh Thai,Verona
1397,-v9l-ObDuay9gN5sZXRP5w,7 Skewers,Bradford
1398,FiG8PzWKRYehtPPcPtOStw,Salsa Blanca,Glendale
1400,6Ege_N9uJ-rtKIs1TNA8aQ,Jack in the Box,Las Vegas
1402,vZLrA1A0rNebyMtxBwOCDQ,Jean-Marie Auboine Chocolatier FACTORY SHOP,Las Vegas
1403,kds044HPuEB_HzoR_EHLeQ,Wetzel's Pretzels,Las Vegas
1405,vZmKNy61z53RnxBTCy86YQ,Mama Rosa's Pizza Chicken Subs,Cuyahoga Falls
1406,q7p4xYuqMhAg-E388bFjuA,Arcade Basile,Sainte-Anne-De-Bellevue
1407,NoT7u2QNEvsVbH9MIzAzlw,Si Lom Thai Bistro,Toronto
1410,W-5cdzVAeRv0EtAeed4tqw,Sam's Gyros,Phoenix
1413,I6qFvR-jVDGqDD_iVG38ng,Jenni Pho Grill,Las Vegas
1421,yW9IIc1cBIlFlbOG_1pp_Q,La Salumeria,Toronto
1439,Y25i4ZTDeBavy1gpUrQlZg,Dulceria Importaciones Valentinas,Glendale
1441,NpFtNc51LaZr8Y5_o2wRaw,Texas Roadhouse,Peoria
1443,2xbxXWeu3tpZEJdGTTGbLg,Fortune Chinese Restaurant,Las Vegas
1444,3Gg32ssi9SlBM1bhIOi9Hg,Pita Gourmet,MontrÃ©al
1446,Ed5feP-TztmLtc4pRKDvNA,Lee Asian Bistro,Madison
1448,4PqqRa7o_eNydKdGWYdIog,Tempe City Tacos,Tempe
1449,YzMUZjUMcgI-NSGu48-nIQ,Dolce Ristorante,Charlotte
1453,tEfvf1cznLZUIeTcKKpAIw,KooKoo Chicken,Mississauga
1454,ucY9cyJinEaPfXZWAJsvkA,T.L. Keller Meats,Litchfield
1455,fHHQ9s6wWPkTMyNVq-0SHQ,JJ Bean,Toronto
1457,-lJtyCOTVInWusU9YF120A,Joey's Bistro Bar,Cleveland Heights
1459,IotFqwZTgTpFxO1ZtiZE-A,Restaurant Amir,Laval
1460,l1DtLtgI2hlGNMBSkk5sXg,Shanghai Palace Restaurant,Calgary
1463,6DWFVwgm3d9jfBUOkJuANQ,Enzo,Toronto
1469,VR2LTEsJByan97fcYRkl5w,Mariscos El Mariachi,Las Vegas
1473,32U4rgGnlw64NYqUTVFIBg,Fortino's Supermarket,Brampton
1475,ln-9sGJL8hVjSDwDcwEXWw,U Food Grill,Cleveland
1478,MyDFeohoa_sZoQHycqO3wA,La Station des Sports,MontrÃ©al
1480,3KG13qMCNegGT9oIxWAAWw,Propeller Coffee,Toronto
1481,1Epby_tsFDci4sP0Nbjwsw,Pho Vietnam,Toronto
1483,Pq2kDojfCW8B6s1ABna6ug,505e,Charlotte
1487,EiyMR_Vy3Ma-mp04cOVHmQ,Hacienda Navarro Carnisseria,Peoria
1491,i0ToFQWsWPzFEC1eAxBh6Q,Dunkin' Donuts,Las Vegas
1492,hqtZ2NmUlrNtHp7xW2BWoA,Waffles Cafe,North Las Vegas
1493,koGzyFl7XS4hHR-CEJ4hxQ,Second Cup,Calgary
1496,IbsvQEsWFv_ip7_t7i6UKg,Marie Callendar,Henderson
1497,7dQxKdxWsK_Wo8V-LDemkg,Steaming Cups Cafe,Brampton
1498,eHhBGqQbDpCcSpz7SZPTbA,NYPD Pizza,Glendale
1501,FMOWO7_mj8lSZnV3WqpGiA,Target,Las Vegas
1509,P0uVXhWUYqEn99rY1WJe4g,Jessie's,Mississauga
1510,5DLxa3EQQykWFdIJ-KU5jg,Little Caesars,Mesa
1512,UcBgxABVMc5mo1JLB8t70Q,Sands Expo,Las Vegas
1513,vpm1jV0OCc9fHFPPTUiyjA,St Andrew Poultry,Toronto
1517,7vWb1Afpm2arr8NCaE_EyQ,Ogden Mart,Las Vegas
1518,yPzcnXlZ4VfCqPrXgwbS9A,Madras Cafe,Calgary
1524,4k9Xo2jDgotOYITop5TqTA,Carnitas Guanajuato,Monroe
1529,8RbNzNeaUh5e8PJOnp1e4Q,McDonald's,Oregon
1530,M3wSBWUoIARukqmhud1EgA,Harvey's,Bolton
1532,yWwIUmeenyAO7nwc7U0U5A,Niwan Rolls King,Toronto
1534,yb7ZtgMWSZboG_sSUx9g2A,Fuego Taco Shop,Phoenix
1536,9_CGhHMz8698M9-PkVf0CQ,Little Coxwell Vietnamese & Thai Cuisine,Toronto
1539,rjUuCbH7q-bSw5iWMwMHhQ,Nopales,MontrÃ©al
1541,SMtnQ_KdWUL36t3nV497uw,Jin's Chicken and Fish,Madison
1543,GD0XvS6HlCuDjtCDWiLkVQ,Kiva Han,Pittsburgh
1552,eQL6UKYvkWERh21rF0Blnw,Moe's Tavern & Grill,Madison
1555,4bdSE3QyRb06sMthiYhhnQ,Assorted Table Wine Shoppe,Charlotte
1558,bFowVTU3mbfzpwyeYffytQ,The North Burger,Mount Albert
1562,3vxNIpEg5SmmInek0b7ulQ,The Frozen Isle,Charlotte
1564,CDpoJiqgM04wqQTZ6QkTqQ,Squid Ink,Scottsdale
1565,vAbRNF0hJt91oCUpm_sdKw,Buzios Seafood Restaurant,Las Vegas
1566,79kUb4nwdVnUc0e-VUI0oA,Molson Brewhouse,Calgary
1568,cKKjuEC6JojNk78hSGmoZg,Ohio Liquor Agency,Painesville
1570,xNK43KL8NRnoN9azyyrJ6A,Tangerine Asian Cuisine,Mississauga
1575,0kKtYDKvvcQckR4vRmfh5Q,Karachi Kitchen,Brampton
1580,JBZzE2ZJe7l0iEwQLjCJzw,Dunkin' Donuts,Tempe
1583,1zJdyb0mqvNhE-3xaaHwIA,Sea Saw,Scottsdale
1584,c9UmJiX2G7hKMpivZ3h1oQ,"Pastoli's Pizza, Pasta & Paisans",Pittsburgh
1596,QcdKTLeP3J5Ki-fVcPZkfA,Winchell's Donut House,Las Vegas
1604,NRFKiCg_6WJtuGpfb9dxVw,Savory Spice Shop,Charlotte
1613,Q-dVQgyof9paXKJLwFsn3Q,Dunkin' Donuts,Las Vegas
1620,dBg3BFuPGaPtzUeLtGk_zg,Trattoria Piatto Pieno,MontrÃ©al
1627,r48H_sNUGmcRGX1LsEc2mg,HUSH,Toronto
1628,F3jMS4aNQI6tPtjH61decw,Beef Jerky Outlet,Las Vegas
1632,BIbjBxoiJLS8CnNsSP64TQ,360 Gourmet Burrito,Las Vegas
1636,CL_N0WoqaeYFZ1sf4OvtOA,Rhapsody Continental Hungarian Cuisine,Richmond Hill
1637,mpG1R1ktTI3x1twNBsGvXQ,Blue Ginger Asian Bistro,Parma
1638,6WQQF4j_ISvLbU07nxX4_g,One Stop Nutrition,Phoenix
1641,iy-iY6oTECXRLmcegylyKg,Å’uf et BÅ“uf,MontrÃ©al
1643,OFnif1n1Za196N1qyx25wQ,Fortino's Supermarkets,Vaughan
1644,SycRVheLdFcK-2jt8j5d4Q,National on 17th,Calgary
1648,sfUEIfyIpAm14W64tZOtxg,Thai Express Restaurant,MontrÃ©al
1649,sxOoqlIxmlKmC1yGvPx3Fw,KFC,Kannapolis
1650,s2SKj_RhbvnP2Ew8TJuy7A,Burntwood Tavern,Fairlawn
1654,s7LqutLZtfk-W4CcY21uTw,Pizza Hut,Calgary
1655,zYzYmPLViy5Q6u7rmL8AYA,Bloke & 4th,Toronto
1656,5mTOBaADm2gfO_jR8PVkTA,Dark Horse Espresso Bar,Toronto
1664,iE71iwcSljg3xm2GB2Y9aA,Marigold Maison- Paradise Valley,Phoenix
1668,SE6VY8EWjEuAOzl19IQiCw,Krazy 4 Koffee,Phoenix
1673,bdxdcvC63LimiFGnh1-JUw,Soho Cafe Chinese Cuisine & Bar,Harrisburg
1675,mHGnzvQu8TZF_PEU0-yJJQ,Ichiban Japanese Restaurant,Tempe
1676,GKEl7LNGUqJiQWNQ0vpH8Q,Milestones Restaurants,Toronto
1681,bZs7FJ7fHIJxVecfp1qvug,Takopa,Las Vegas
1686,LpwmR1unntc_8KdVfwNH9g,Bulldog Coffee,Toronto
1689,yDJhScdD8cCCYfO4WNb-CQ,C'est Bon,Toronto
1692,pIWWeRj4tH2R9z_DYzEFdA,Burger 320,Calgary
1693,aUMKmVALAzchG1RM6lGjag,Wild Margaritas,Avon Lake
1694,45rWYQPlQ4x5cFU0uuRKug,Harry's Drive-In,Scarborough
1703,_EVOLAjWYEfSOO_smbBxaA,Chipotle Mexican Grill,Wexford
1707,krc4tD-xlMKDdjCJVjG42g,Zekes Coffee Drive Thru,Pittsburgh
1708,shSYKGuSzXpctURCR9kCFQ,Cebu Inasal,Las Vegas
1709,VLh2PFNIokT-9sqtVPQQ9A,Bruster's Real Ice Cream,Indian Trail
1710,DWpVDSFCKEXAz9HGlSS6zA,Fat Freddy's Cafe,Surprise
1712,ig5JgcXT2Q34YzrFmyngvg,Ricky's All Day Grill,Calgary
1716,jd1rD7jr-_zI46Oxh5lDLA,Antoon's Pizza,Pittsburgh
1728,0-jqS5y4D-6Zohb3Q375ZQ,Ninja City Kitchen and Bar,Cleveland
1732,-X61Cipa9OOtY7ZnDw_f4A,Subway,Glendale
1733,F9JDMhOEDsE0PnutWhGqAQ,Pizza Hut,Cleveland
1736,YAhRuV3oRkwGk3Or9PJ3Ww,Happy Garden,Medina
1737,0yHY4FHCTOIshPiPc9EYBQ,Smashburger,Phoenix
1738,F-bdXFkJwwENiNpMTG2ntQ,The 3 Brewers,Toronto
1742,v2UKNMDqWN1UaWlK2Ugx2Q,Cici's Pizza,Las Vegas
1743,cCFWegvTavai-oOE4C4sDA,Village Inn - North Peoria,Peoria
1744,GMrwDXRlAZU2zj5nH6l4vQ,Pho Thanh Huong,Las Vegas
1745,09pf_DnQV5Y5y2reoIPXlw,Primanti Bros,Pittsburgh
1746,WvkxYyA1fXDPDyqIVn8zBQ,Franklin Square Deli,Kent
1750,dYRBUFPlqTfoNnwoqEjwTQ,Das Bier,MontrÃ©al
1752,MXpCVzm1V5OH05KO6n7ntA,The Corndog Company LV,Las Vegas
1755,CnWb3k8tUaxLZfDoYrpagA,Osmow's,Markham
1760,Px6nQ8DtMy6gDylIdPNl8g,On Deck Sports Grill,Phoenix
1761,hhodrH4h3lNTATfKvm_Ocg,Judy's Pizzeria,Markham
1764,8vXuS7T_TZGNJk9MAdV__g,Rabba Fine Foods Stores,Toronto
1765,K4z0ODOZNuN2uRnL4IwApw,Starbucks,Las Vegas
1768,3FsO5T0X57pAbixNkcyvxg,Ice Cream Overload,Henderson
1778,B1dCyA21u1mG1bcrq9TTYg,Hook Fish & Chicken,Pittsburgh
1780,c78Pat78fVUBFPXYeVvbaQ,Odd Seoul,Toronto
1788,KfVGvpJLvR2ID2dZIlnpvw,Smart & Final,Henderson
1794,1INcoGMv9-Dk-S6Au0TMgQ,Lake Town Tavern,Cornelius
1798,Sr_VUJBhqcKCDLRv0JkrDg,McDonald's,Akron
1799,CikOhGCgZIRKnHGiinSluQ,Stavro's Sports Bar,Calgary
1802,bY8K4r_RGOm_1cspCOKdPQ,Paradise Bakery & Cafe,Tempe
1803,U8tIgXZ0T--8ZNEVoDap0g,Tandoori Tonite,Brampton
1806,dQxowi8M1a0F6QFLzp8T7Q,Devils Den Sports Grill,Tempe
1807,GhOWffUr9yDBxB5Ceqzc_Q,Tremont Scoops,Cleveland
1812,V2TaLceKiGwy-y7bAGzPuQ,Pizza Hut,Pittsburgh
1814,QvyG5fZ0mxo5yeLY8jabCA,Dos Gringos,Chandler
1815,uVjpi3zpcrEb7Z34_B253g,Cold Stone Creamery,Goodyear
1817,mKT30qU_MlLj4Ps82JAZ8w,Uno Pizzeria & Grill,Madison
1821,8KiTq2GxJm8mpr8kayAp-A,Pho Tai Bac,Richmond Hill
1823,jgsiHIdUdgngrBPXtP6j8g,Herbs & Nutrition,Toronto
1827,qP9qiHLt9-goLGFmPvQZ1Q,Licence IV,MontrÃ©al
1830,CTJnbFKMq7Nv7xnLmjgOyg,Scapegoat Beer and Wine,Scottsdale
1833,jz-LsE7pZd10iYbCYmGQeA,My Big Fat Greek Gyro,Mount Lebanon
1834,DJHarjJtG-f2zMJ7mZ_TkA,Starbucks,Calgary
1837,EyalA9wnwhJfRZue1JGBEA,Kent Cheesemonger,Kent
1838,jbThAhrLQTvO7KYxobE89Q,Dineen Coffee,Toronto
1839,A_eOsa1xKsOzN-3cZ8Tohw,MPJ's Grill,Fountain Hills
1840,2Xh-ZYlvm1SxcKdEaD51DA,Budapest Restaurant,Toronto
1843,cj1iydmgNrmgQy8hT5Ay2w,Jerky-n-Spice,Strongsville
1844,-WVF5DKZeEWlMK8Cucto-A,Savoy,Pittsburgh
1847,YL1MmnQXbdqmO5zexUNvlg,Matcha Tea & Dessert,Toronto
1850,VbqtbvvtNOe-YKA61-fSNA,Armadillo Grill,Phoenix
1852,R2hVz1386VvoPFLdUbJyDQ,Mama Pepino's Pizza & Pub,Glassport
1859,IflW1yOEcNQrB2SWxHKoSg,The Poet Cafe,Toronto
1866,0sE5o_dunOdUMvXVsaJSsA,Which Wich,Scottsdale
1867,XuLXX5B5W1P-iNpgXmqmjQ,Subway,Goodyear
1874,sKrt4CMGyG8YAjxVkk4hPQ,Fusaro's Kitchen,Toronto
1879,LppJQQdIPMG1j5WbTNs8_w,Bagel St-Lo,MontrÃ©al
1882,WGeNHjUPCUdwfOHu0EKVug,Archie's Delicatessan,Glendale
1884,UVRgPeUS5-pxGVK7OLl0Zw,The Hummingbird Caribbean Cuisine,Toronto
1885,6tl_UiTs8uqZO3iSfdMZmA,Deemos American Grill,Phoenix
1890,y05fRF4JOUE3i58vpGN2vA,New Generation Sushi and Teppanyaki,Vaughan
1891,2aIgbnGUg8VC0u9iXO-wnQ,O Sushi,Toronto
1894,Bs_AR85Lm4eiHXAfeaKnVA,Bertolucci Brazilian Steakhouse,Henderson
1897,I8T4Xsp3Wv7W-RJhsHrTDA,Menchie's Frozen Yogurt,Las Vegas
1898,NHLK-22zTUyzs335Ctr-mQ,DÃ©lires du Terroir,MontrÃ©al
1902,oucrrrpvOFvpV9Rd_vHnOA,Rolling Wok,Newmarket
1905,4vTDFobDGaiI-diLF5TKkQ,D & Y Sushi,Toronto
1906,YTNgCm8-TlyLvkBXCGxeMg,Subway,Cleveland
1908,sFz9UyOTZLMAfSP0yyIODQ,Thirsty Dog East Bank,Cleveland
1914,sDfN5qJlmvrwTfwEPBsxSg,Dairy Queen,Rantoul
1916,oU-Af-_1zT-ewuLfIubN2w,Katsu Japanese Restaurant,Toronto
1922,tAj-0ZPUATzLHS0KHzXFBQ,La Raclette,MontrÃ©al
1924,H4NYlACsPEIFqMCkmgl5BA,Gourmet Laurier,MontrÃ©al
1933,RiY8R8AKdTTA37UAwvbUXw,Fuzion,Toronto
1934,A3YhRPb0DPQPJL22nlYSxw,Buddha Pie,Toronto
1935,rMm0q72GaxwEM6nwGVK6DA,Glass Half Full,Oakville
1936,Q8GBjqGjamI3b2ZaPQNa_Q,Pita Kitchen - Arrowhead,Glendale
1941,pzB5iL0Q9OYKc0AsEKI06w,229,Mississauga
1945,WgzVzQtNVKP4l7jC--YFoA,Charlotte Vitamins and Health,Charlotte
1948,JxZ22_X6D_VFwU0o7mUohQ,Patisserie Lavande,MontrÃ©al
1951,2qITBvSPsrXJPutDevpNOQ,Walgreens,Las Vegas
